Order23	POAexemptCode	Description
86001	V24.31XA	"Person boarding or alighting an electric (assisted) bicycle injured in collision with heavy transport vehicle or bus, initial encounter"
86002	V24.31XD	"Person boarding or alighting an electric (assisted) bicycle injured in collision with heavy transport vehicle or bus, subsequent encounter"
86003	V24.31XS	"Person boarding or alighting an electric (assisted) bicycle injured in collision with heavy transport vehicle or bus, sequela"
86005	V24.39XA	"Person boarding or alighting other motorcycle injured in collision with heavy transport vehicle or bus, initial encounter"
86006	V24.39XD	"Person boarding or alighting other motorcycle injured in collision with heavy transport vehicle or bus, subsequent encounter"
86007	V24.39XS	"Person boarding or alighting other motorcycle injured in collision with heavy transport vehicle or bus, sequela"
86010	V24.41XA	"Electric (assisted) bicycle driver injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter"
86011	V24.41XD	"Electric (assisted) bicycle driver injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter"
86012	V24.41XS	"Electric (assisted) bicycle driver injured in collision with heavy transport vehicle or bus in traffic accident, sequela"
86014	V24.49XA	"Other motorcycle driver injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter"
86015	V24.49XD	"Other motorcycle driver injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter"
86016	V24.49XS	"Other motorcycle driver injured in collision with heavy transport vehicle or bus in traffic accident, sequela"
86019	V24.51XA	"Electric (assisted) bicycle passenger injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter"
86020	V24.51XD	"Electric (assisted) bicycle passenger injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter"
86021	V24.51XS	"Electric (assisted) bicycle passenger injured in collision with heavy transport vehicle or bus in traffic accident, sequela"
86023	V24.59XA	"Other motorcycle passenger injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter"
86024	V24.59XD	"Other motorcycle passenger injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter"
86025	V24.59XS	"Other motorcycle passenger injured in collision with heavy transport vehicle or bus in traffic accident, sequela"
86028	V24.91XA	"Unspecified electric (assisted) bicycle rider injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter"
86029	V24.91XD	"Unspecified electric (assisted) bicycle rider injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter"
86030	V24.91XS	"Unspecified electric (assisted) bicycle rider injured in collision with heavy transport vehicle or bus in traffic accident, sequela"
86032	V24.99XA	"Unspecified rider of other motorcycle injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter"
86033	V24.99XD	"Unspecified rider of other motorcycle injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter"
86034	V24.99XS	"Unspecified rider of other motorcycle injured in collision with heavy transport vehicle or bus in traffic accident, sequela"
86038	V25.01XA	"Electric (assisted) bicycle driver injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter"
86039	V25.01XD	"Electric (assisted) bicycle driver injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter"
86040	V25.01XS	"Electric (assisted) bicycle driver injured in collision with railway train or railway vehicle in nontraffic accident, sequela"
86042	V25.09XA	"Other motorcycle driver injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter"
86043	V25.09XD	"Other motorcycle driver injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter"
86044	V25.09XS	"Other motorcycle driver injured in collision with railway train or railway vehicle in nontraffic accident, sequela"
86047	V25.11XA	"Electric (assisted) bicycle passenger injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter"
86048	V25.11XD	"Electric (assisted) bicycle passenger injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter"
86049	V25.11XS	"Electric (assisted) bicycle passenger injured in collision with railway train or railway vehicle in nontraffic accident, sequela"
86051	V25.19XA	"Other motorcycle passenger injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter"
86052	V25.19XD	"Other motorcycle passenger injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter"
86053	V25.19XS	"Other motorcycle passenger injured in collision with railway train or railway vehicle in nontraffic accident, sequela"
86056	V25.21XA	"Unspecified electric (assisted) bicycle rider injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter"
86057	V25.21XD	"Unspecified electric (assisted) bicycle rider injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter"
86058	V25.21XS	"Unspecified electric (assisted) bicycle rider injured in collision with railway train or railway vehicle in nontraffic accident, sequela"
86060	V25.29XA	"Unspecified rider of other motorcycle injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter"
86061	V25.29XD	"Unspecified rider of other motorcycle injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter"
86062	V25.29XS	"Unspecified rider of other motorcycle injured in collision with railway train or railway vehicle in nontraffic accident, sequela"
86065	V25.31XA	"Person boarding or alighting an electric (assisted) bicycle injured in collision with railway train or railway vehicle, initial encounter"
86066	V25.31XD	"Person boarding or alighting an electric (assisted) bicycle injured in collision with railway train or railway vehicle, subsequent encounter"
86067	V25.31XS	"Person boarding or alighting an electric (assisted) bicycle injured in collision with railway train or railway vehicle, sequela"
86069	V25.39XA	"Person boarding or alighting other motorcycle injured in collision with railway train or railway vehicle, initial encounter"
86070	V25.39XD	"Person boarding or alighting other motorcycle injured in collision with railway train or railway vehicle, subsequent encounter"
86071	V25.39XS	"Person boarding or alighting other motorcycle injured in collision with railway train or railway vehicle, sequela"
86074	V25.41XA	"Electric (assisted) bicycle driver injured in collision with railway train or railway vehicle in traffic accident, initial encounter"
86075	V25.41XD	"Electric (assisted) bicycle driver injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
86076	V25.41XS	"Electric (assisted) bicycle driver injured in collision with railway train or railway vehicle in traffic accident, sequela"
86078	V25.49XA	"Other motorcycle driver injured in collision with railway train or railway vehicle in traffic accident, initial encounter"
86079	V25.49XD	"Other motorcycle driver injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
86080	V25.49XS	"Other motorcycle driver injured in collision with railway train or railway vehicle in traffic accident, sequela"
86083	V25.51XA	"Electric (assisted) bicycle passenger injured in collision with railway train or railway vehicle in traffic accident, initial encounter"
86084	V25.51XD	"Electric (assisted) bicycle passenger injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
86085	V25.51XS	"Electric (assisted) bicycle passenger injured in collision with railway train or railway vehicle in traffic accident, sequela"
86087	V25.59XA	"Other motorcycle passenger injured in collision with railway train or railway vehicle in traffic accident, initial encounter"
86088	V25.59XD	"Other motorcycle passenger injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
86089	V25.59XS	"Other motorcycle passenger injured in collision with railway train or railway vehicle in traffic accident, sequela"
86092	V25.91XA	"Unspecified electric (assisted) bicycle rider injured in collision with railway train or railway vehicle in traffic accident, initial encounter"
86093	V25.91XD	"Unspecified electric (assisted) bicycle rider injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
86094	V25.91XS	"Unspecified electric (assisted) bicycle rider injured in collision with railway train or railway vehicle in traffic accident, sequela"
86096	V25.99XA	"Unspecified rider of other motorcycle injured in collision with railway train or railway vehicle in traffic accident, initial encounter"
86097	V25.99XD	"Unspecified rider of other motorcycle injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
86098	V25.99XS	"Unspecified rider of other motorcycle injured in collision with railway train or railway vehicle in traffic accident, sequela"
86102	V26.01XA	"Electric (assisted) bicycle driver injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter"
86103	V26.01XD	"Electric (assisted) bicycle driver injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter"
86104	V26.01XS	"Electric (assisted) bicycle driver injured in collision with other nonmotor vehicle in nontraffic accident, sequela"
86106	V26.09XA	"Other motorcycle driver injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter"
86107	V26.09XD	"Other motorcycle driver injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter"
86108	V26.09XS	"Other motorcycle driver injured in collision with other nonmotor vehicle in nontraffic accident, sequela"
86111	V26.11XA	"Electric (assisted) bicycle passenger injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter"
86112	V26.11XD	"Electric (assisted) bicycle passenger injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter"
86113	V26.11XS	"Electric (assisted) bicycle passenger injured in collision with other nonmotor vehicle in nontraffic accident, sequela"
86115	V26.19XA	"Other motorcycle passenger injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter"
86116	V26.19XD	"Other motorcycle passenger injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter"
86117	V26.19XS	"Other motorcycle passenger injured in collision with other nonmotor vehicle in nontraffic accident, sequela"
86120	V26.21XA	"Unspecified electric (assisted) bicycle rider injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter"
86121	V26.21XD	"Unspecified electric (assisted) bicycle rider injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter"
86122	V26.21XS	"Unspecified electric (assisted) bicycle rider injured in collision with other nonmotor vehicle in nontraffic accident, sequela"
86124	V26.29XA	"Unspecified rider of other motorcycle injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter"
86125	V26.29XD	"Unspecified rider of other motorcycle injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter"
86126	V26.29XS	"Unspecified rider of other motorcycle injured in collision with other nonmotor vehicle in nontraffic accident, sequela"
86129	V26.31XA	"Person boarding or alighting an electric (assisted) bicycle injured in collision with other nonmotor vehicle, initial encounter"
86130	V26.31XD	"Person boarding or alighting an electric (assisted) bicycle injured in collision with other nonmotor vehicle, subsequent encounter"
86131	V26.31XS	"Person boarding or alighting an electric (assisted) bicycle injured in collision with other nonmotor vehicle, sequela"
86133	V26.39XA	"Person boarding or alighting other motorcycle injured in collision with other nonmotor vehicle, initial encounter"
86134	V26.39XD	"Person boarding or alighting other motorcycle injured in collision with other nonmotor vehicle, subsequent encounter"
86135	V26.39XS	"Person boarding or alighting other motorcycle injured in collision with other nonmotor vehicle, sequela"
86138	V26.41XA	"Electric (assisted) bicycle driver injured in collision with other nonmotor vehicle in traffic accident, initial encounter"
86139	V26.41XD	"Electric (assisted) bicycle driver injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter"
86140	V26.41XS	"Electric (assisted) bicycle driver injured in collision with other nonmotor vehicle in traffic accident, sequela"
86142	V26.49XA	"Other motorcycle driver injured in collision with other nonmotor vehicle in traffic accident, initial encounter"
86143	V26.49XD	"Other motorcycle driver injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter"
86144	V26.49XS	"Other motorcycle driver injured in collision with other nonmotor vehicle in traffic accident, sequela"
86147	V26.51XA	"Electric (assisted) bicycle passenger injured in collision with other nonmotor vehicle in traffic accident, initial encounter"
86148	V26.51XD	"Electric (assisted) bicycle passenger injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter"
86149	V26.51XS	"Electric (assisted) bicycle passenger injured in collision with other nonmotor vehicle in traffic accident, sequela"
86151	V26.59XA	"Other motorcycle passenger injured in collision with other nonmotor vehicle in traffic accident, initial encounter"
86152	V26.59XD	"Other motorcycle passenger injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter"
86153	V26.59XS	"Other motorcycle passenger injured in collision with other nonmotor vehicle in traffic accident, sequela"
86156	V26.91XA	"Unspecified electric (assisted) bicycle rider injured in collision with other nonmotor vehicle in traffic accident, initial encounter"
86157	V26.91XD	"Unspecified electric (assisted) bicycle rider injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter"
86158	V26.91XS	"Unspecified electric (assisted) bicycle rider injured in collision with other nonmotor vehicle in traffic accident, sequela"
86160	V26.99XA	"Unspecified rider of other motorcycle injured in collision with other nonmotor vehicle in traffic accident, initial encounter"
86161	V26.99XD	"Unspecified rider of other motorcycle injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter"
86162	V26.99XS	"Unspecified rider of other motorcycle injured in collision with other nonmotor vehicle in traffic accident, sequela"
86166	V27.01XA	"Electric (assisted) bicycle driver injured in collision with fixed or stationary object in nontraffic accident, initial encounter"
86167	V27.01XD	"Electric (assisted) bicycle driver injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter"
86168	V27.01XS	"Electric (assisted) bicycle driver injured in collision with fixed or stationary object in nontraffic accident, sequela"
86170	V27.09XA	"Other motorcycle driver injured in collision with fixed or stationary object in nontraffic accident, initial encounter"
86171	V27.09XD	"Other motorcycle driver injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter"
86172	V27.09XS	"Other motorcycle driver injured in collision with fixed or stationary object in nontraffic accident, sequela"
86175	V27.11XA	"Electric (assisted) bicycle passenger injured in collision with fixed or stationary object in nontraffic accident, initial encounter"
86176	V27.11XD	"Electric (assisted) bicycle passenger injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter"
86177	V27.11XS	"Electric (assisted) bicycle passenger injured in collision with fixed or stationary object in nontraffic accident, sequela"
86179	V27.19XA	"Other motorcycle passenger injured in collision with fixed or stationary object in nontraffic accident, initial encounter"
86180	V27.19XD	"Other motorcycle passenger injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter"
86181	V27.19XS	"Other motorcycle passenger injured in collision with fixed or stationary object in nontraffic accident, sequela"
86184	V27.21XA	"Unspecified electric (assisted) bicycle rider injured in collision with fixed or stationary object in nontraffic accident, initial encounter"
86185	V27.21XD	"Unspecified electric (assisted) bicycle rider injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter"
86186	V27.21XS	"Unspecified electric (assisted) bicycle rider injured in collision with fixed or stationary object in nontraffic accident, sequela"
86188	V27.29XA	"Unspecified rider of other motorcycle injured in collision with fixed or stationary object in nontraffic accident, initial encounter"
86189	V27.29XD	"Unspecified rider of other motorcycle injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter"
86190	V27.29XS	"Unspecified rider of other motorcycle injured in collision with fixed or stationary object in nontraffic accident, sequela"
86193	V27.31XA	"Person boarding or alighting an electric (assisted) bicycle injured in collision with fixed or stationary object, initial encounter"
86194	V27.31XD	"Person boarding or alighting an electric (assisted) bicycle injured in collision with fixed or stationary object, subsequent encounter"
86195	V27.31XS	"Person boarding or alighting an electric (assisted) bicycle injured in collision with fixed or stationary object, sequela"
86197	V27.39XA	"Person boarding or alighting other motorcycle injured in collision with fixed or stationary object, initial encounter"
86198	V27.39XD	"Person boarding or alighting other motorcycle injured in collision with fixed or stationary object, subsequent encounter"
86199	V27.39XS	"Person boarding or alighting other motorcycle injured in collision with fixed or stationary object, sequela"
86202	V27.41XA	"Electric (assisted) bicycle driver injured in collision with fixed or stationary object in traffic accident, initial encounter"
86203	V27.41XD	"Electric (assisted) bicycle driver injured in collision with fixed or stationary object in traffic accident, subsequent encounter"
86204	V27.41XS	"Electric (assisted) bicycle driver injured in collision with fixed or stationary object in traffic accident, sequela"
86206	V27.49XA	"Other motorcycle driver injured in collision with fixed or stationary object in traffic accident, initial encounter"
86207	V27.49XD	"Other motorcycle driver injured in collision with fixed or stationary object in traffic accident, subsequent encounter"
86208	V27.49XS	"Other motorcycle driver injured in collision with fixed or stationary object in traffic accident, sequela"
86211	V27.51XA	"Electric (assisted) bicycle passenger injured in collision with fixed or stationary object in traffic accident, initial encounter"
86212	V27.51XD	"Electric (assisted) bicycle passenger injured in collision with fixed or stationary object in traffic accident, subsequent encounter"
86213	V27.51XS	"Electric (assisted) bicycle passenger injured in collision with fixed or stationary object in traffic accident, sequela"
86215	V27.59XA	"Other motorcycle passenger injured in collision with fixed or stationary object in traffic accident, initial encounter"
86216	V27.59XD	"Other motorcycle passenger injured in collision with fixed or stationary object in traffic accident, subsequent encounter"
86217	V27.59XS	"Other motorcycle passenger injured in collision with fixed or stationary object in traffic accident, sequela"
86220	V27.91XA	"Unspecified electric (assisted) bicycle rider injured in collision with fixed or stationary object in traffic accident, initial encounter"
86221	V27.91XD	"Unspecified electric (assisted) bicycle rider injured in collision with fixed or stationary object in traffic accident, subsequent encounter"
86222	V27.91XS	"Unspecified electric (assisted) bicycle rider injured in collision with fixed or stationary object in traffic accident, sequela"
86224	V27.99XA	"Unspecified rider of other motorcycle injured in collision with fixed or stationary object in traffic accident, initial encounter"
86225	V27.99XD	"Unspecified rider of other motorcycle injured in collision with fixed or stationary object in traffic accident, subsequent encounter"
86226	V27.99XS	"Unspecified rider of other motorcycle injured in collision with fixed or stationary object in traffic accident, sequela"
86230	V28.01XA	"Electric (assisted) bicycle driver injured in noncollision transport accident in nontraffic accident, initial encounter"
86231	V28.01XD	"Electric (assisted) bicycle driver injured in noncollision transport accident in nontraffic accident, subsequent encounter"
86232	V28.01XS	"Electric (assisted) bicycle driver injured in noncollision transport accident in nontraffic accident, sequela"
86234	V28.09XA	"Other motorcycle driver injured in noncollision transport accident in nontraffic accident, initial encounter"
86235	V28.09XD	"Other motorcycle driver injured in noncollision transport accident in nontraffic accident, subsequent encounter"
86236	V28.09XS	"Other motorcycle driver injured in noncollision transport accident in nontraffic accident, sequela"
86239	V28.11XA	"Electric (assisted) bicycle passenger injured in noncollision transport accident in nontraffic accident, initial encounter"
86240	V28.11XD	"Electric (assisted) bicycle passenger injured in noncollision transport accident in nontraffic accident, subsequent encounter"
86241	V28.11XS	"Electric (assisted) bicycle passenger injured in noncollision transport accident in nontraffic accident, sequela"
86243	V28.19XA	"Other motorcycle passenger injured in noncollision transport accident in nontraffic accident, initial encounter"
86244	V28.19XD	"Other motorcycle passenger injured in noncollision transport accident in nontraffic accident, subsequent encounter"
86245	V28.19XS	"Other motorcycle passenger injured in noncollision transport accident in nontraffic accident, sequela"
86248	V28.21XA	"Unspecified electric (assisted) bicycle rider injured in noncollision transport accident in nontraffic accident, initial encounter"
86249	V28.21XD	"Unspecified electric (assisted) bicycle rider injured in noncollision transport accident in nontraffic accident, subsequent encounter"
86250	V28.21XS	"Unspecified electric (assisted) bicycle rider injured in noncollision transport accident in nontraffic accident, sequela"
86252	V28.29XA	"Unspecified rider of other motorcycle injured in noncollision transport accident in nontraffic accident, initial encounter"
86253	V28.29XD	"Unspecified rider of other motorcycle injured in noncollision transport accident in nontraffic accident, subsequent encounter"
86254	V28.29XS	"Unspecified rider of other motorcycle injured in noncollision transport accident in nontraffic accident, sequela"
86257	V28.31XA	"Person boarding or alighting an electric (assisted) bicycle injured in noncollision transport accident, initial encounter"
86258	V28.31XD	"Person boarding or alighting an electric (assisted) bicycle injured in noncollision transport accident, subsequent encounter"
86259	V28.31XS	"Person boarding or alighting an electric (assisted) bicycle injured in noncollision transport accident, sequela"
86261	V28.39XA	"Person boarding or alighting other motorcycle injured in noncollision transport accident, initial encounter"
86262	V28.39XD	"Person boarding or alighting other motorcycle injured in noncollision transport accident, subsequent encounter"
86263	V28.39XS	"Person boarding or alighting other motorcycle injured in noncollision transport accident, sequela"
86266	V28.41XA	"Electric (assisted) bicycle driver injured in noncollision transport accident in traffic accident, initial encounter"
86267	V28.41XD	"Electric (assisted) bicycle driver injured in noncollision transport accident in traffic accident, subsequent encounter"
86268	V28.41XS	"Electric (assisted) bicycle driver injured in noncollision transport accident in traffic accident, sequela"
86270	V28.49XA	"Other motorcycle driver injured in noncollision transport accident in traffic accident, initial encounter"
86271	V28.49XD	"Other motorcycle driver injured in noncollision transport accident in traffic accident, subsequent encounter"
86272	V28.49XS	"Other motorcycle driver injured in noncollision transport accident in traffic accident, sequela"
86275	V28.51XA	"Electric (assisted) bicycle passenger injured in noncollision transport accident in traffic accident, initial encounter"
86276	V28.51XD	"Electric (assisted) bicycle passenger injured in noncollision transport accident in traffic accident, subsequent encounter"
86277	V28.51XS	"Electric (assisted) bicycle passenger injured in noncollision transport accident in traffic accident, sequela"
86279	V28.59XA	"Other motorcycle passenger injured in noncollision transport accident in traffic accident, initial encounter"
86280	V28.59XD	"Other motorcycle passenger injured in noncollision transport accident in traffic accident, subsequent encounter"
86281	V28.59XS	"Other motorcycle passenger injured in noncollision transport accident in traffic accident, sequela"
86284	V28.91XA	"Unspecified electric (assisted) bicycle rider injured in noncollision transport accident in traffic accident, initial encounter"
86285	V28.91XD	"Unspecified electric (assisted) bicycle rider injured in noncollision transport accident in traffic accident, subsequent encounter"
86286	V28.91XS	"Unspecified electric (assisted) bicycle rider injured in noncollision transport accident in traffic accident, sequela"
86288	V28.99XA	"Unspecified rider of other motorcycle injured in noncollision transport accident in traffic accident, initial encounter"
86289	V28.99XD	"Unspecified rider of other motorcycle injured in noncollision transport accident in traffic accident, subsequent encounter"
86290	V28.99XS	"Unspecified rider of other motorcycle injured in noncollision transport accident in traffic accident, sequela"
86295	V29.001A	"Electric (assisted) bicycle driver injured in collision with unspecified motor vehicles in nontraffic accident, initial encounter"
86296	V29.001D	"Electric (assisted) bicycle driver injured in collision with unspecified motor vehicles in nontraffic accident, subsequent encounter"
86297	V29.001S	"Electric (assisted) bicycle driver injured in collision with unspecified motor vehicles in nontraffic accident, sequela"
86299	V29.008A	"Other motorcycle driver injured in collision with unspecified motor vehicles in nontraffic accident, initial encounter"
86300	V29.008D	"Other motorcycle driver injured in collision with unspecified motor vehicles in nontraffic accident, subsequent encounter"
86301	V29.008S	"Other motorcycle driver injured in collision with unspecified motor vehicles in nontraffic accident, sequela"
86304	V29.091A	"Electric (assisted) bicycle driver injured in collision with other motor vehicles in nontraffic accident, initial encounter"
86305	V29.091D	"Electric (assisted) bicycle driver injured in collision with other motor vehicles in nontraffic accident, subsequent encounter"
86306	V29.091S	"Electric (assisted) bicycle driver injured in collision with other motor vehicles in nontraffic accident, sequela"
86308	V29.098A	"Other motorcycle driver injured in collision with other motor vehicles in nontraffic accident, initial encounter"
86309	V29.098D	"Other motorcycle driver injured in collision with other motor vehicles in nontraffic accident, subsequent encounter"
86310	V29.098S	"Other motorcycle driver injured in collision with other motor vehicles in nontraffic accident, sequela"
86314	V29.101A	"Electric (assisted) bicycle passenger injured in collision with unspecified motor vehicles in nontraffic accident, initial encounter"
86315	V29.101D	"Electric (assisted) bicycle passenger injured in collision with unspecified motor vehicles in nontraffic accident, subsequent encounter"
86316	V29.101S	"Electric (assisted) bicycle passenger injured in collision with unspecified motor vehicles in nontraffic accident, sequela"
86318	V29.108A	"Other motorcycle passenger injured in collision with unspecified motor vehicles in nontraffic accident, initial encounter"
86319	V29.108D	"Other motorcycle passenger injured in collision with unspecified motor vehicles in nontraffic accident, subsequent encounter"
86320	V29.108S	"Other motorcycle passenger injured in collision with unspecified motor vehicles in nontraffic accident, sequela"
86323	V29.191A	"Electric (assisted) bicycle passenger injured in collision with other motor vehicles in nontraffic accident, initial encounter"
86324	V29.191D	"Electric (assisted) bicycle passenger injured in collision with other motor vehicles in nontraffic accident, subsequent encounter"
86325	V29.191S	"Electric (assisted) bicycle passenger injured in collision with other motor vehicles in nontraffic accident, sequela"
86327	V29.198A	"Other motorcycle passenger injured in collision with other motor vehicles in nontraffic accident, initial encounter"
86328	V29.198D	"Other motorcycle passenger injured in collision with other motor vehicles in nontraffic accident, subsequent encounter"
86329	V29.198S	"Other motorcycle passenger injured in collision with other motor vehicles in nontraffic accident, sequela"
86333	V29.201A	"Unspecified electric (assisted) bicycle rider injured in collision with unspecified motor vehicles in nontraffic accident, initial encounter"
86334	V29.201D	"Unspecified electric (assisted) bicycle rider injured in collision with unspecified motor vehicles in nontraffic accident, subsequent encounter"
86335	V29.201S	"Unspecified electric (assisted) bicycle rider injured in collision with unspecified motor vehicles in nontraffic accident, sequela"
86337	V29.208A	"Unspecified rider of other motorcycle injured in collision with unspecified motor vehicles in nontraffic accident, initial encounter"
86338	V29.208D	"Unspecified rider of other motorcycle injured in collision with unspecified motor vehicles in nontraffic accident, subsequent encounter"
86339	V29.208S	"Unspecified rider of other motorcycle injured in collision with unspecified motor vehicles in nontraffic accident, sequela"
86342	V29.291A	"Unspecified electric (assisted) bicycle rider injured in collision with other motor vehicles in nontraffic accident, initial encounter"
86343	V29.291D	"Unspecified electric (assisted) bicycle rider injured in collision with other motor vehicles in nontraffic accident, subsequent encounter"
86344	V29.291S	"Unspecified electric (assisted) bicycle rider injured in collision with other motor vehicles in nontraffic accident, sequela"
86346	V29.298A	"Unspecified rider of other motorcycle injured in collision with other motor vehicles in nontraffic accident, initial encounter"
86347	V29.298D	"Unspecified rider of other motorcycle injured in collision with other motor vehicles in nontraffic accident, subsequent encounter"
86348	V29.298S	"Unspecified rider of other motorcycle injured in collision with other motor vehicles in nontraffic accident, sequela"
86351	V29.31XA	"Electric (assisted) bicycle (driver) (passenger) injured in unspecified nontraffic accident, initial encounter"
86352	V29.31XD	"Electric (assisted) bicycle (driver) (passenger) injured in unspecified nontraffic accident, subsequent encounter"
86353	V29.31XS	"Electric (assisted) bicycle (driver) (passenger) injured in unspecified nontraffic accident, sequela"
86355	V29.39XA	"Other motorcycle (driver) (passenger) injured in unspecified nontraffic accident, initial encounter"
86356	V29.39XD	"Other motorcycle (driver) (passenger) injured in unspecified nontraffic accident, subsequent encounter"
86357	V29.39XS	"Other motorcycle (driver) (passenger) injured in unspecified nontraffic accident, sequela"
86361	V29.401A	"Electric (assisted) bicycle driver injured in collision with unspecified motor vehicles in traffic accident, initial encounter"
86362	V29.401D	"Electric (assisted) bicycle driver injured in collision with unspecified motor vehicles in traffic accident, subsequent encounter"
86363	V29.401S	"Electric (assisted) bicycle driver injured in collision with unspecified motor vehicles in traffic accident, sequela"
86365	V29.408A	"Other motorcycle driver injured in collision with unspecified motor vehicles in traffic accident, initial encounter"
86366	V29.408D	"Other motorcycle driver injured in collision with unspecified motor vehicles in traffic accident, subsequent encounter"
86367	V29.408S	"Other motorcycle driver injured in collision with unspecified motor vehicles in traffic accident, sequela"
86370	V29.491A	"Electric (assisted) bicycle driver injured in collision with other motor vehicles in traffic accident, initial encounter"
86371	V29.491D	"Electric (assisted) bicycle driver injured in collision with other motor vehicles in traffic accident, subsequent encounter"
86372	V29.491S	"Electric (assisted) bicycle driver injured in collision with other motor vehicles in traffic accident, sequela"
86374	V29.498A	"Other motorcycle driver injured in collision with other motor vehicles in traffic accident, initial encounter"
86375	V29.498D	"Other motorcycle driver injured in collision with other motor vehicles in traffic accident, subsequent encounter"
86376	V29.498S	"Other motorcycle driver injured in collision with other motor vehicles in traffic accident, sequela"
86380	V29.501A	"Electric (assisted) bicycle passenger injured in collision with unspecified motor vehicles in traffic accident, initial encounter"
86381	V29.501D	"Electric (assisted) bicycle passenger injured in collision with unspecified motor vehicles in traffic accident, subsequent encounter"
86382	V29.501S	"Electric (assisted) bicycle passenger injured in collision with unspecified motor vehicles in traffic accident, sequela"
86384	V29.508A	"Other motorcycle passenger injured in collision with unspecified motor vehicles in traffic accident, initial encounter"
86385	V29.508D	"Other motorcycle passenger injured in collision with unspecified motor vehicles in traffic accident, subsequent encounter"
86386	V29.508S	"Other motorcycle passenger injured in collision with unspecified motor vehicles in traffic accident, sequela"
86389	V29.591A	"Electric (assisted) bicycle passenger injured in collision with other motor vehicles in traffic accident, initial encounter"
86390	V29.591D	"Electric (assisted) bicycle passenger injured in collision with other motor vehicles in traffic accident, subsequent encounter"
86391	V29.591S	"Electric (assisted) bicycle passenger injured in collision with other motor vehicles in traffic accident, sequela"
86393	V29.598A	"Other motorcycle passenger injured in collision with other motor vehicles in traffic accident, initial encounter"
86394	V29.598D	"Other motorcycle passenger injured in collision with other motor vehicles in traffic accident, subsequent encounter"
86395	V29.598S	"Other motorcycle passenger injured in collision with other motor vehicles in traffic accident, sequela"
86399	V29.601A	"Unspecified electric (assisted) bicycle rider injured in collision with unspecified motor vehicles in traffic accident, initial encounter"
86400	V29.601D	"Unspecified electric (assisted) bicycle rider injured in collision with unspecified motor vehicles in traffic accident, subsequent encounter"
86401	V29.601S	"Unspecified electric (assisted) bicycle rider injured in collision with unspecified motor vehicles in traffic accident, sequela"
86403	V29.608A	"Unspecified rider of other motorcycle injured in collision with unspecified motor vehicles in traffic accident, initial encounter"
